Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2023/06/08 5:59:25 PM GMT+5:30,45,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,No,2,3,Product recommendations,Customer service responsiveness
2023/06/08 6:00:06 PM GMT+5:30,32,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,2,No,3,2,Product recommendations,Customer service responsiveness
2023/06/08 6:00:20 PM GMT+5:30,42,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Keyword,Multiple pages,1,Maybe,Always,High shipping costs,Often,Yes,Moderately,Yes,1,No,2,2,Wide product selection,Customer service responsiveness
2023/06/08 6:00:50 PM GMT+5:30,35,Female,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,3,No,3,4,Product recommendations,Customer service responsiveness
2023/06/08 6:01:31 PM GMT+5:30,35,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,others,First page,4,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,4,3,Competitive prices,Customer service responsiveness
2023/06/08 6:01:33 PM GMT+5:30,52,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a week,Keyword,Multiple pages,2,Maybe,Always,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,3,Sometimes,1,1,User-friendly website/app interface,Shipping speed and reliability
2023/06/08 6:39:59 PM GMT+5:30,24,Female,Less than once a month,Home and Kitchen,No,Rarely,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,4,Yes,1,3,Competitive prices,Product quality and accuracy
2023/06/08 7:46:31 PM GMT+5:30,28,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,First page,2,Yes,Often,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,No,3,2,Wide product selection,Product quality and accuracy
2023/06/08 7:50:55 PM GMT+5:30,33,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,Yes,2,2,User-friendly website/app interface,Product quality and accuracy
2023/06/08 8:26:58 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,Sometimes,5,5,Wide product selection,Product quality and accuracy
2023/06/08 9:17:38 PM GMT+5:30,21,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,1,Yes,2,2,User-friendly website/app interface,Product quality and accuracy
2023/06/08 9:39:30 PM GMT+5:30,34,Female,Few times a month,Home and Kitchen,No,Few times a month,categories,First page,3,No,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,1,No,3,3,Product recommendations,Reducing packaging waste
2023/06/08 9:39:55 PM GMT+5:30,23,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,Filter,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,Sometimes,2,2,Competitive prices,Customer service responsiveness
2023/06/08 9:40:24 PM GMT+5:30,34,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Rarely,others,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,2,Sometimes,2,5,User-friendly website/app interface,Shipping speed and reliability
2023/06/08 9:40:50 PM GMT+5:30,34,Female,Once a week,Home and Kitchen,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,Sometimes,2,2,Competitive prices,Reducing packaging waste
2023/06/08 10:13:41 PM GMT+5:30,25,Female,Less than once a month,others,Sometimes,Rarely,categories,First page,3,Maybe,Rarely,Found a better price elsewhere,Never,No,Never,Sometimes,3,Sometimes,3,3,Product recommendations,Shipping speed and reliability
2023/06/08 10:21:20 PM GMT+5:30,32,Male,Less than once a month,others,Sometimes,Rarely,categories,First page,1,No,Always,Changed my mind or no longer need the item,Never,No,Moderately,Yes,2,Sometimes,2,2,Wide product selection,Customer service responsiveness
2023/06/08 10:24:19 PM GMT+5:30,24,Female,Few times a month,Home and Kitchen,Yes,Few times a week,Keyword,First page,1,Yes,Often,others,Sometimes,Yes,Heavily,Yes,2,Yes,2,2,Wide product selection,Product quality and accuracy
2023/06/08 10:38:16 PM GMT+5:30,34,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,5,No,1,3,Product recommendations,Reducing packaging waste
2023/06/08 10:38:51 PM GMT+5:30,44,Male,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/08 10:39:27 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,2,No,2,1,Wide product selection,Customer service responsiveness
2023/06/08 10:39:59 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,categories,First page,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,No,3,No,4,2,Product recommendations,Customer service responsiveness
2023/06/08 10:40:33 PM GMT+5:30,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,4,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,No,2,2,Product recommendations,Reducing packaging waste
2023/06/08 10:41:11 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Filter,First page,3,No,Often,Found a better price elsewhere,Often,Yes,Occasionally,No,3,Yes,1,4,Competitive prices,Reducing packaging waste
2023/06/09 3:47:38 AM GMT+5:30,36,Female,Once a month,Home and Kitchen,No,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,2,User-friendly website/app interface,Product quality and accuracy
2023/06/09 8:10:05 AM GMT+5:30,24,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,3,No,3,3,Competitive prices,Customer service responsiveness
2023/06/09 9:31:57 AM GMT+5:30,21,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Filter,Multiple pages,4,Yes,Often,High shipping costs,Always,Yes,Heavily,Yes,3,Yes,3,3,Product recommendations,Reducing packaging waste
2023/06/09 9:32:44 AM GMT+5:30,21,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,2,Yes,2,2,Competitive prices,Customer service responsiveness
2023/06/09 9:33:35 AM GMT+5:30,45,Male,Once a month,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Often,Yes,Occasionally,Yes,2,No,3,2,Competitive prices,Product quality and accuracy
2023/06/09 9:34:07 AM GMT+5:30,21,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,No,2,Sometimes,2,2,Competitive prices,Customer service responsiveness
2023/06/09 9:34:44 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,Yes,Few times a week,categories,First page,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste
2023/06/09 9:35:19 AM GMT+5:30,21,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Keyword,First page,2,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Yes,3,Sometimes,1,1,Product recommendations,Reducing packaging waste
2023/06/09 9:35:57 AM GMT+5:30,34,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,2,No,3,3,Product recommendations,Reducing packaging waste
2023/06/09 9:37:15 AM GMT+5:30,21,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/09 9:37:44 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,No,4,3,Product recommendations,Customer service responsiveness
2023/06/09 9:38:31 AM GMT+5:30,21,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
2023/06/09 9:39:04 AM GMT+5:30,32,Female,Once a month,others,Sometimes,Few times a month,others,First page,2,No,Rarely,others,Rarely,Yes,Moderately,No,3,No,3,3,Product recommendations,Customer service responsiveness
2023/06/09 10:22:03 AM GMT+5:30,35,Prefer not to say,Once a week,Groceries and Gourmet Food,No,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,4,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023/06/09 10:22:35 AM GMT+5:30,37,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,2,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,2,Sometimes,2,1,Product recommendations,Reducing packaging waste
2023/06/09 10:23:05 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,No,Few times a month,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,1,Sometimes,4,2,Product recommendations,Reducing packaging waste
2023/06/09 10:23:45 AM GMT+5:30,33,Others,Few times a month,Clothing and Fashion,Sometimes,Few times a month,others,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023/06/09 10:24:58 AM GMT+5:30,35,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,3,2,Product recommendations,Reducing packaging waste
2023/06/09 10:25:27 AM GMT+5:30,44,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,4,4,Product recommendations,Reducing packaging waste
2023/06/09 10:26:01 AM GMT+5:30,34,Male,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,4,Maybe,Often,others,Often,No,Moderately,Sometimes,2,Sometimes,3,2,Competitive prices,Reducing packaging waste
2023/06/09 10:26:26 AM GMT+5:30,34,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,No,2,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/09 10:26:51 AM GMT+5:30,34,Female,Few times a month,others,No,Few times a month,categories,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,1,No,3,1,Competitive prices,Customer service responsiveness
2023/06/09 10:28:23 AM GMT+5:30,34,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste
2023/06/09 10:28:57 AM GMT+5:30,3,Prefer not to say,Once a month,Home and Kitchen,No,Few times a week,categories,First page,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023/06/09 10:30:39 AM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Competitive prices,Product quality and accuracy
2023/06/09 10:31:15 AM GMT+5:30,33,Female,Few times a month,Clothing and Fashion,Yes,Multiple times a day,categories,Multiple pages,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,1,Wide product selection,Customer service responsiveness
2023/06/09 10:58:13 AM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,others,First page,3,Maybe,Rarely,others,Never,No,Rarely,Sometimes,3,No,3,3,Competitive prices,Reducing packaging waste
2023/06/09 10:58:44 AM GMT+5:30,34,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,1,Sometimes,3,2,Competitive prices,Reducing packaging waste
2023/06/09 10:59:38 AM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
2023/06/09 12:22:47 PM GMT+5:30,34,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,2,3,Product recommendations,Customer service responsiveness
2023/06/09 2:22:25 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/09 2:23:03 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,4,3,Product recommendations,Reducing packaging waste
2023/06/09 2:23:45 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,categories,First page,1,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,3,Sometimes,4,1,Product recommendations,Reducing packaging waste
2023/06/09 2:34:43 PM GMT+5:30,23,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste
2023/06/09 2:35:29 PM GMT+5:30,45,Female,Few times a month,Beauty and Personal Care;others,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,3,No,2,3,Product recommendations,Customer service responsiveness
2023/06/09 2:36:09 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste
2023/06/09 2:36:46 PM GMT+5:30,34,Prefer not to say,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,3,Sometimes,2,3,Product recommendations,Customer service responsiveness
2023/06/09 2:39:16 PM GMT+5:30,45,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 2:39:47 PM GMT+5:30,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Product recommendations,Customer service responsiveness
2023/06/09 2:40:21 PM GMT+5:30,45,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,3,Sometimes,2,1,Competitive prices,Reducing packaging waste
2023/06/09 2:41:53 PM GMT+5:30,67,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,1,Yes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 2:42:24 PM GMT+5:30,34,Others,Once a week,Beauty and Personal Care,Sometimes,Rarely,categories,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,2,Yes,3,2,Competitive prices,Customer service responsiveness
2023/06/09 2:42:57 PM GMT+5:30,21,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Filter,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 2:43:37 PM GMT+5:30,17,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023/06/09 2:44:09 PM GMT+5:30,34,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,2,Sometimes,3,3,Competitive prices,Product quality and accuracy
2023/06/09 2:49:20 PM GMT+5:30,46,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/09 2:51:07 PM GMT+5:30,54,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Product quality and accuracy
2023/06/09 3:00:03 PM GMT+5:30,56,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 3:06:37 PM GMT+5:30,50,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Shipping speed and reliability
2023/06/09 3:07:36 PM GMT+5:30,56,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,4,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/09 3:08:38 PM GMT+5:30,22,Prefer not to say,Few times a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/09 3:09:41 PM GMT+5:30,25,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 3:10:36 PM GMT+5:30,23,Male,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/09 3:16:30 PM GMT+5:30,23,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 3:17:31 PM GMT+5:30,56,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 3:18:25 PM GMT+5:30,56,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 3:19:53 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/09 3:22:15 PM GMT+5:30,56,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,No,4,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023/06/09 3:23:38 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 3:24:36 PM GMT+5:30,45,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/09 3:25:33 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,4,3,Wide product selection,Customer service responsiveness
2023/06/09 3:26:38 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/09 4:28:30 PM GMT+5:30,34,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Sometimes,1,3,Product recommendations,Customer service responsiveness
2023/06/09 4:28:58 PM GMT+5:30,34,Female,Few times a month,Clothing and Fashion,No,Few times a week,categories,First page,2,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Sometimes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste
2023/06/09 4:29:23 PM GMT+5:30,45,Others,Few times a month,Beauty and Personal Care,No,Few times a month,Filter,First page,2,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Sometimes,3,2,Competitive prices,Product quality and accuracy
2023/06/09 4:29:50 PM GMT+5:30,33,Prefer not to say,Once a week,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,1,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Yes,2,2,Competitive prices,Product quality and accuracy
2023/06/09 4:30:15 PM GMT+5:30,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste
2023/06/09 4:30:40 PM GMT+5:30,45,Prefer not to say,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/09 4:31:06 PM GMT+5:30,45,Male,Few times a month,Beauty and Personal Care,No,Few times a week,others,First page,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,No,3,Sometimes,3,3,Product recommendations,Product quality and accuracy
2023/06/09 4:31:33 PM GMT+5:30,34,Female,Once a week,Clothing and Fashion,No,Few times a week,categories,First page,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,2,Sometimes,2,3,Competitive prices,Customer service responsiveness
2023/06/09 4:32:00 PM GMT+5:30,67,Prefer not to say,Few times a month,Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,No,Sometimes,High shipping costs,Sometimes,Yes,Rarely,Sometimes,2,Sometimes,4,2,Product recommendations,Reducing packaging waste
2023/06/09 4:32:28 PM GMT+5:30,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
2023/06/09 4:32:56 PM GMT+5:30,45,Others,Less than once a month,Beauty and Personal Care,No,Few times a week,Filter,First page,4,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,2,Product recommendations,Customer service responsiveness
2023/06/09 4:33:19 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Reducing packaging waste
